src,tgt,method,dim,seed,acc,f1,auc,acc_src,f1_src,auc_src,delta_acc,delta_f1,delta_auc
IMDB-MULTI,IMDB-MULTI,netlsd,32,2,0.6766666666666666,0.6730278117011449,0.8605959999999998,0.6766666666666666,0.6730278117011449,0.8605959999999998,0.0,0.0,0.0
MUTAG,MUTAG,gin,32,2,0.8936170212765957,0.8848039215686274,0.9475555555555556,0.8936170212765957,0.8848039215686274,0.9475555555555556,0.0,0.0,0.0
MUTAG,ENZYMES,gin,32,2,0.165,0.04748201438848921,0.507135,0.8936170212765957,0.8848039215686274,0.9475555555555556,0.7286170212765957,0.8373219071801382,0.4404205555555556
MUTAG,IMDB-MULTI,gin,32,2,0.3333333333333333,0.16666666666666666,0.5020450000000001,0.8936170212765957,0.8848039215686274,0.9475555555555556,0.5602836879432624,0.7181372549019608,0.4455105555555555
ENZYMES,MUTAG,gin,32,2,0.11702127659574468,0.0967032967032967,0.2994285714285715,0.6633333333333333,0.6617702136175657,0.9132266666666666,0.5463120567375886,0.565066916914269,0.6137980952380951
ENZYMES,ENZYMES,gin,32,2,0.6633333333333333,0.6617702136175657,0.9132266666666666,0.6633333333333333,0.6617702136175657,0.9132266666666666,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,gin,32,2,0.318,0.08116385911179173,,0.6633333333333333,0.6617702136175657,0.9132266666666666,0.3453333333333333,0.580606354505774,
IMDB-MULTI,MUTAG,gin,32,2,0.6648936170212766,0.3993610223642173,0.23746031746031748,0.3566666666666667,0.23277083395004397,0.521052,-0.3082269503546099,-0.1665901884141733,0.2835916825396825
IMDB-MULTI,ENZYMES,gin,32,2,0.15833333333333333,0.07086836263056374,0.5077766666666667,0.3566666666666667,0.23277083395004397,0.521052,0.19833333333333336,0.1619024713194802,0.013275333333333306
IMDB-MULTI,IMDB-MULTI,gin,32,2,0.3566666666666667,0.23277083395004397,0.521052,0.3566666666666667,0.23277083395004397,0.521052,0.0,0.0,0.0
MUTAG,MUTAG,graph2vec,64,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MUTAG,ENZYMES,graph2vec,64,2,0.15666666666666668,0.06869816083663903,0.44827000000000006,1.0,1.0,1.0,0.8433333333333333,0.931301839163361,0.5517299999999999
MUTAG,IMDB-MULTI,graph2vec,64,2,0.308,0.2195344883796749,0.49372900000000003,1.0,1.0,1.0,0.692,0.7804655116203251,0.5062709999999999
ENZYMES,MUTAG,graph2vec,64,2,0.0,0.0,0.32800000000000007,1.0,1.0,1.0,1.0,1.0,0.6719999999999999
ENZYMES,ENZYMES,graph2vec,64,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,graph2vec,64,2,0.023333333333333334,0.021453234169428247,,1.0,1.0,1.0,0.9766666666666667,0.9785467658305718,
IMDB-MULTI,MUTAG,graph2vec,64,2,0.3351063829787234,0.250996015936255,0.352,0.9226666666666666,0.9226417975130846,0.98734,0.5875602836879432,0.6716457815768296,0.63534
IMDB-MULTI,ENZYMES,graph2vec,64,2,0.16666666666666666,0.047619047619047616,0.4887833333333333,0.9226666666666666,0.9226417975130846,0.98734,0.756,0.875022749894037,0.4985566666666667
IMDB-MULTI,IMDB-MULTI,graph2vec,64,2,0.9226666666666666,0.9226417975130846,0.98734,0.9226666666666666,0.9226417975130846,0.98734,0.0,0.0,0.0
MUTAG,MUTAG,netlsd,64,2,0.9893617021276596,0.9879672299027138,0.9994285714285714,0.9893617021276596,0.9879672299027138,0.9994285714285714,0.0,0.0,0.0
MUTAG,ENZYMES,netlsd,64,2,0.15333333333333332,0.07079721960010298,0.46752000000000005,0.9893617021276596,0.9879672299027138,0.9994285714285714,0.8360283687943263,0.9171700103026108,0.5319085714285714
MUTAG,IMDB-MULTI,netlsd,64,2,0.316,0.2463811458691063,0.48433950000000003,0.9893617021276596,0.9879672299027138,0.9994285714285714,0.6733617021276597,0.7415860840336075,0.5150890714285714
ENZYMES,MUTAG,netlsd,64,2,0.31382978723404253,0.09233176838810642,0.4295238095238096,1.0,1.0,1.0,0.6861702127659575,0.9076682316118936,0.5704761904761904
ENZYMES,ENZYMES,netlsd,64,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,netlsd,64,2,0.2773333333333333,0.13678731141293538,,1.0,1.0,1.0,0.7226666666666667,0.8632126885870646,
IMDB-MULTI,MUTAG,netlsd,64,2,0.28191489361702127,0.2292501229882634,0.5201904761904762,0.7306666666666667,0.7298796711172931,0.8993173333333333,0.4487517730496454,0.5006295481290297,0.3791268571428571
IMDB-MULTI,ENZYMES,netlsd,64,2,0.14833333333333334,0.08753635769034852,0.47169,0.7306666666666667,0.7298796711172931,0.8993173333333333,0.5823333333333334,0.6423433134269446,0.4276273333333333
IMDB-MULTI,IMDB-MULTI,netlsd,64,2,0.7306666666666667,0.7298796711172931,0.8993173333333333,0.7306666666666667,0.7298796711172931,0.8993173333333333,0.0,0.0,0.0
MUTAG,MUTAG,gin,64,2,0.9308510638297872,0.923296613627091,0.9836190476190476,0.9308510638297872,0.923296613627091,0.9836190476190476,0.0,0.0,0.0
MUTAG,ENZYMES,gin,64,2,0.16666666666666666,0.047687172150691466,0.5,0.9308510638297872,0.923296613627091,0.9836190476190476,0.7641843971631206,0.8756094414763995,0.4836190476190476
MUTAG,IMDB-MULTI,gin,64,2,0.3333333333333333,0.16666666666666666,0.512373,0.9308510638297872,0.923296613627091,0.9836190476190476,0.5975177304964538,0.7566299469604244,0.47124604761904765
ENZYMES,MUTAG,gin,64,2,0.3723404255319149,0.21909233176838813,0.682920634920635,0.7316666666666667,0.7310122033165453,0.9406866666666668,0.3593262411347518,0.5119198715481571,0.25776603174603174
ENZYMES,ENZYMES,gin,64,2,0.7316666666666667,0.7310122033165453,0.9406866666666668,0.7316666666666667,0.7310122033165453,0.9406866666666668,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,gin,64,2,0.0,0.0,,0.7316666666666667,0.7310122033165453,0.9406866666666668,0.7316666666666667,0.7310122033165453,
IMDB-MULTI,MUTAG,gin,64,2,0.0,0.0,0.5,0.43266666666666664,0.42193670589308246,0.6086793333333333,0.43266666666666664,0.42193670589308246,0.10867933333333335
IMDB-MULTI,ENZYMES,gin,64,2,0.12,0.06079854050028035,0.44399999999999995,0.43266666666666664,0.42193670589308246,0.6086793333333333,0.31266666666666665,0.36113816539280214,0.1646793333333334
IMDB-MULTI,IMDB-MULTI,gin,64,2,0.43266666666666664,0.42193670589308246,0.6086793333333333,0.43266666666666664,0.42193670589308246,0.6086793333333333,0.0,0.0,0.0
MUTAG,MUTAG,graph2vec,128,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MUTAG,ENZYMES,graph2vec,128,2,0.16666666666666666,0.04775549188156638,0.5,1.0,1.0,1.0,0.8333333333333334,0.9522445081184336,0.5
MUTAG,IMDB-MULTI,graph2vec,128,2,0.316,0.22626921756347176,0.45275449999999995,1.0,1.0,1.0,0.6839999999999999,0.7737307824365283,0.5472455
ENZYMES,MUTAG,graph2vec,128,2,0.0,0.0,0.30133333333333334,1.0,1.0,1.0,1.0,1.0,0.6986666666666667
ENZYMES,ENZYMES,graph2vec,128,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,graph2vec,128,2,0.06866666666666667,0.05322995786637622,,1.0,1.0,1.0,0.9313333333333333,0.9467700421336238,
IMDB-MULTI,MUTAG,graph2vec,128,2,0.3351063829787234,0.250996015936255,0.2911746031746032,0.9726666666666667,0.9727819755205763,0.9993659999999999,0.6375602836879433,0.7217859595843213,0.7081913968253967
IMDB-MULTI,ENZYMES,graph2vec,128,2,0.16166666666666665,0.046389287422285985,0.4987533333333333,0.9726666666666667,0.9727819755205763,0.9993659999999999,0.811,0.9263926880982903,0.5006126666666666
IMDB-MULTI,IMDB-MULTI,graph2vec,128,2,0.9726666666666667,0.9727819755205763,0.9993659999999999,0.9726666666666667,0.9727819755205763,0.9993659999999999,0.0,0.0,0.0
MUTAG,MUTAG,netlsd,128,2,0.9893617021276596,0.9879672299027138,0.9995555555555555,0.9893617021276596,0.9879672299027138,0.9995555555555555,0.0,0.0,0.0
MUTAG,ENZYMES,netlsd,128,2,0.16,0.07816357372832831,0.48758500000000005,0.9893617021276596,0.9879672299027138,0.9995555555555555,0.8293617021276596,0.9098036561743855,0.5119705555555555
MUTAG,IMDB-MULTI,netlsd,128,2,0.308,0.23707488823767894,0.4728285,0.9893617021276596,0.9879672299027138,0.9995555555555555,0.6813617021276597,0.7508923416650348,0.5267270555555555
ENZYMES,MUTAG,netlsd,128,2,0.2127659574468085,0.08350830169011987,0.3568888888888889,1.0,1.0,1.0,0.7872340425531915,0.9164916983098801,0.6431111111111111
ENZYMES,ENZYMES,netlsd,128,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,netlsd,128,2,0.222,0.12579959651451064,,1.0,1.0,1.0,0.778,0.8742004034854893,
IMDB-MULTI,MUTAG,netlsd,128,2,0.34574468085106386,0.2511079679396511,0.551873015873016,0.7386666666666667,0.7386508143639615,0.9087316666666666,0.39292198581560284,0.4875428464243104,0.35685865079365064
IMDB-MULTI,ENZYMES,netlsd,128,2,0.15333333333333332,0.09030813329455863,0.47802666666666666,0.7386666666666667,0.7386508143639615,0.9087316666666666,0.5853333333333334,0.6483426810694028,0.43070499999999995
IMDB-MULTI,IMDB-MULTI,netlsd,128,2,0.7386666666666667,0.7386508143639615,0.9087316666666666,0.7386666666666667,0.7386508143639615,0.9087316666666666,0.0,0.0,0.0
MUTAG,MUTAG,gin,128,2,0.9202127659574468,0.9127448250255268,0.9814603174603174,0.9202127659574468,0.9127448250255268,0.9814603174603174,0.0,0.0,0.0
MUTAG,ENZYMES,gin,128,2,0.16666666666666666,0.047619047619047616,0.49900500000000003,0.9202127659574468,0.9127448250255268,0.9814603174603174,0.7535460992907802,0.8651257774064791,0.48245531746031733
MUTAG,IMDB-MULTI,gin,128,2,0.3333333333333333,0.16666666666666666,0.566404,0.9202127659574468,0.9127448250255268,0.9814603174603174,0.5868794326241136,0.7460781583588602,0.41505631746031735
ENZYMES,MUTAG,gin,128,2,0.3351063829787234,0.250996015936255,0.5,0.84,0.8398078744390642,0.9779200000000001,0.5048936170212766,0.5888118585028093,0.4779200000000001
ENZYMES,ENZYMES,gin,128,2,0.84,0.8398078744390642,0.9779200000000001,0.84,0.8398078744390642,0.9779200000000001,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,gin,128,2,0.3333333333333333,0.16666666666666666,,0.84,0.8398078744390642,0.9779200000000001,0.5066666666666666,0.6731412077723976,
IMDB-MULTI,MUTAG,gin,128,2,0.26595744680851063,0.14245014245014245,0.5,0.49266666666666664,0.4674622955807924,0.683552,0.226709219858156,0.3250121531306499,0.18355200000000005
IMDB-MULTI,ENZYMES,gin,128,2,0.18833333333333332,0.09221998658618376,0.52878,0.49266666666666664,0.4674622955807924,0.683552,0.30433333333333334,0.37524230899460864,0.15477200000000002
IMDB-MULTI,IMDB-MULTI,gin,128,2,0.49266666666666664,0.4674622955807924,0.683552,0.49266666666666664,0.4674622955807924,0.683552,0.0,0.0,0.0
MUTAG,MUTAG,graph2vec,256,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MUTAG,ENZYMES,graph2vec,256,2,0.16666666666666666,0.04775549188156638,0.5,1.0,1.0,1.0,0.8333333333333334,0.9522445081184336,0.5
MUTAG,IMDB-MULTI,graph2vec,256,2,0.3333333333333333,0.16666666666666666,0.5228355,1.0,1.0,1.0,0.6666666666666667,0.8333333333333334,0.4771645
ENZYMES,MUTAG,graph2vec,256,2,0.0,0.0,0.3168888888888889,1.0,1.0,1.0,1.0,1.0,0.6831111111111111
ENZYMES,ENZYMES,graph2vec,256,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,graph2vec,256,2,0.009333333333333334,0.009085232199130325,,1.0,1.0,1.0,0.9906666666666667,0.9909147678008696,
IMDB-MULTI,MUTAG,graph2vec,256,2,0.3351063829787234,0.250996015936255,0.29384126984126985,0.8773333333333333,0.8784666298069684,0.9803693333333333,0.5422269503546099,0.6274706138707135,0.6865280634920634
IMDB-MULTI,ENZYMES,graph2vec,256,2,0.16666666666666666,0.047619047619047616,0.50132,0.8773333333333333,0.8784666298069684,0.9803693333333333,0.7106666666666667,0.8308475821879209,0.4790493333333333
IMDB-MULTI,IMDB-MULTI,graph2vec,256,2,0.8773333333333333,0.8784666298069684,0.9803693333333333,0.8773333333333333,0.8784666298069684,0.9803693333333333,0.0,0.0,0.0
MUTAG,MUTAG,netlsd,256,2,0.9095744680851063,0.9004206262657735,0.9666031746031746,0.9095744680851063,0.9004206262657735,0.9666031746031746,0.0,0.0,0.0
MUTAG,ENZYMES,netlsd,256,2,0.165,0.04741379310344828,0.44565,0.9095744680851063,0.9004206262657735,0.9666031746031746,0.7445744680851063,0.8530068331623252,0.5209531746031746
MUTAG,IMDB-MULTI,netlsd,256,2,0.3333333333333333,0.16666666666666666,0.44179499999999994,0.9095744680851063,0.9004206262657735,0.9666031746031746,0.5762411347517731,0.7337539595991068,0.5248081746031746
ENZYMES,MUTAG,netlsd,256,2,0.005319148936170213,0.0031496062992125984,0.15466666666666667,0.315,0.30681829015862144,0.7071733333333333,0.3096808510638298,0.3036686838594088,0.5525066666666667
ENZYMES,ENZYMES,netlsd,256,2,0.315,0.30681829015862144,0.7071733333333333,0.315,0.30681829015862144,0.7071733333333333,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,netlsd,256,2,0.18,0.11449258781033947,,0.315,0.30681829015862144,0.7071733333333333,0.135,0.19232570234828197,
IMDB-MULTI,MUTAG,netlsd,256,2,0.6436170212765957,0.6322872573346956,0.564063492063492,0.4846666666666667,0.46969735960320264,0.6684113333333334,-0.158950354609929,-0.16258989773149296,0.10434784126984131
IMDB-MULTI,ENZYMES,netlsd,256,2,0.15666666666666668,0.05675001327175241,0.52127,0.4846666666666667,0.46969735960320264,0.6684113333333334,0.328,0.41294734633145025,0.14714133333333335
IMDB-MULTI,IMDB-MULTI,netlsd,256,2,0.4846666666666667,0.46969735960320264,0.6684113333333334,0.4846666666666667,0.46969735960320264,0.6684113333333334,0.0,0.0,0.0
MUTAG,MUTAG,gin,256,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MUTAG,ENZYMES,gin,256,2,0.16333333333333333,0.05154459948980497,0.49116,1.0,1.0,1.0,0.8366666666666667,0.9484554005101951,0.50884
MUTAG,IMDB-MULTI,gin,256,2,0.33066666666666666,0.22302623042620176,0.44602850000000005,1.0,1.0,1.0,0.6693333333333333,0.7769737695737983,0.5539715
ENZYMES,MUTAG,gin,256,2,0.6542553191489362,0.26973684210526316,0.5484444444444445,0.945,0.9452910583034247,0.9979633333333333,0.29074468085106375,0.6755542161981616,0.4495188888888888
ENZYMES,ENZYMES,gin,256,2,0.945,0.9452910583034247,0.9979633333333333,0.945,0.9452910583034247,0.9979633333333333,0.0,0.0,0.0
ENZYMES,IMDB-MULTI,gin,256,2,0.2946666666666667,0.12360178970917227,,0.945,0.9452910583034247,0.9979633333333333,0.6503333333333332,0.8216892685942525,
IMDB-MULTI,MUTAG,gin,256,2,0.09574468085106383,0.06451612903225806,0.5,0.532,0.523795742396529,0.7139713333333333,0.4362553191489362,0.459279613364271,0.2139713333333333
IMDB-MULTI,ENZYMES,gin,256,2,0.18,0.09014379084967321,0.51972,0.532,0.523795742396529,0.7139713333333333,0.35200000000000004,0.4336519515468558,0.19425133333333333
IMDB-MULTI,IMDB-MULTI,gin,256,2,0.532,0.523795742396529,0.7139713333333333,0.532,0.523795742396529,0.7139713333333333,0.0,0.0,0.0
